,Corporeality,Sliminess,Intellect,Hostility,Grotesqueness,Exorcist Hired,Cost of Exorcism (sp)
11356,43,71,75,56,76,Phantom Pummelers,5240
11357,41,30,41,20,14,Mundanifying Mystics,4231
11358,71,69,10,49,49,Entity Eliminators,3721
11359,20,30,26,70,44,Phantom Pummelers,3680
11360,68,65,81,67,64,Entity Eliminators,6523
11361,39,31,20,16,31,Demon Destroyers,1239
11362,9,18,45,15,20,Wraith Wranglers,2902
11363,55,52,18,35,31,Mundanifying Mystics,2448
11364,11,9,25,29,42,Spectre Slayers,1870
11365,85,64,71,87,71,Demon Destroyers,4839
11366,32,9,22,78,20,Mundanifying Mystics,2465
11367,31,24,30,31,26,Wraith Wranglers,2499
11368,28,84,71,92,57,Phantom Pummelers,7695
11369,31,58,94,79,43,Phantom Pummelers,3919
11370,78,78,47,64,59,Demon Destroyers,5400
11371,18,19,8,19,14,Wraith Wranglers,1817
11372,5,17,65,32,45,Demon Destroyers,3093
11373,17,8,5,24,19,Entity Eliminators,1735
11374,59,58,76,89,77,Phantom Pummelers,4979
11375,58,49,44,77,59,Wraith Wranglers,3506
11376,88,79,45,81,88,Demon Destroyers,5785
11377,78,64,48,84,71,Phantom Pummelers,3056
11378,67,57,60,82,70,Mundanifying Mystics,2691
11379,41,67,90,82,74,Demon Destroyers,4550
11380,27,26,16,54,29,Mundanifying Mystics,4509
11381,70,87,81,81,83,Demon Destroyers,5474
11382,24,12,10,35,25,Demon Destroyers,1958
11383,26,15,24,5,25,Mundanifying Mystics,2950
11384,38,35,22,45,20,Mundanifying Mystics,4346
11385,64,76,78,76,22,Demon Destroyers,3213
11386,68,70,66,56,81,Mundanifying Mystics,2376
11387,63,72,76,58,59,Demon Destroyers,4380
11388,15,40,24,82,55,Entity Eliminators,3496
11389,67,57,72,86,78,Demon Destroyers,4487
11390,37,35,18,24,22,Mundanifying Mystics,4222
11391,38,28,81,86,53,Spectre Slayers,3765
11392,73,46,87,53,75,Demon Destroyers,5103
11393,56,59,75,67,63,Demon Destroyers,4994
11394,23,20,5,40,49,Wraith Wranglers,2604
11395,68,76,92,23,67,Demon Destroyers,2977
11396,70,69,64,88,63,Phantom Pummelers,5191
11397,29,18,12,39,40,Demon Destroyers,1776
11398,34,42,24,30,49,Spectre Slayers,2367
11399,45,22,28,8,15,Demon Destroyers,1575
11400,36,33,53,21,29,Demon Destroyers,1886
11401,31,64,67,71,27,Demon Destroyers,2592
11402,38,21,33,24,39,Wraith Wranglers,1972
11403,56,76,60,71,78,Demon Destroyers,3309
11404,62,54,81,68,55,Entity Eliminators,4535
11405,26,25,35,34,37,Phantom Pummelers,2578
11406,70,77,61,87,79,Demon Destroyers,5279
11407,34,71,58,92,73,Spectre Slayers,5058
11408,88,69,70,68,72,Wraith Wranglers,5612
11409,36,28,31,50,20,Mundanifying Mystics,4124
11410,15,32,25,16,20,Mundanifying Mystics,3168
11411,43,71,73,61,49,Demon Destroyers,3391
11412,58,42,17,50,25,Demon Destroyers,2489
11413,59,34,69,74,57,Phantom Pummelers,2900
11414,44,50,26,62,45,Entity Eliminators,2627
11415,73,66,86,49,75,Mundanifying Mystics,1978
11416,70,60,52,11,28,Wraith Wranglers,2926
11417,17,42,40,24,17,Demon Destroyers,1046
11418,62,73,72,55,75,Mundanifying Mystics,1844
11419,57,55,68,80,86,Phantom Pummelers,4169
11420,49,79,86,51,68,Mundanifying Mystics,2513
11421,48,17,56,15,29,Spectre Slayers,4135
11422,42,49,30,23,60,Phantom Pummelers,3227
11423,39,34,30,20,26,Demon Destroyers,1883
11424,72,75,87,87,65,Demon Destroyers,4906
11425,22,18,19,26,55,Phantom Pummelers,1887
11426,57,43,84,97,68,Entity Eliminators,5072
11427,79,79,91,65,59,Demon Destroyers,4449
11428,75,74,55,85,59,Demon Destroyers,2898
11429,67,85,83,21,52,Demon Destroyers,4048
11430,67,82,54,41,83,Spectre Slayers,5115
11431,26,34,14,17,14,Entity Eliminators,1740
11432,24,19,18,14,21,Wraith Wranglers,3034
11433,75,60,35,68,74,Mundanifying Mystics,3403
11434,77,78,45,81,79,Entity Eliminators,4778
11435,32,25,8,59,23,Mundanifying Mystics,3181
11436,35,63,75,30,71,Demon Destroyers,4537
11437,46,23,21,48,33,Mundanifying Mystics,3510
11438,85,78,59,68,68,Mundanifying Mystics,3327
11439,49,77,79,78,83,Mundanifying Mystics,2593
11440,71,67,76,25,70,Spectre Slayers,5874
11441,60,75,67,33,60,Mundanifying Mystics,2302
11442,16,22,66,20,61,Entity Eliminators,3117
11443,19,19,8,59,36,Mundanifying Mystics,2825
11444,30,45,17,23,45,Phantom Pummelers,3148
11445,81,73,54,55,51,Mundanifying Mystics,2754
11446,48,37,30,41,70,Mundanifying Mystics,2709
11447,27,17,25,43,26,Spectre Slayers,1498
11448,35,53,32,73,31,Demon Destroyers,2527
11449,77,74,29,11,47,Phantom Pummelers,3656
11450,82,79,44,91,55,Spectre Slayers,2016
11451,64,73,83,82,66,Mundanifying Mystics,3323
11452,72,78,48,72,61,Spectre Slayers,3796
11453,74,57,76,18,32,Mundanifying Mystics,2432
11454,48,12,17,73,49,Spectre Slayers,1367
11455,46,12,13,23,18,Entity Eliminators,2335
11456,80,74,76,63,69,Spectre Slayers,7056
11457,44,46,55,27,45,Wraith Wranglers,2738
11458,50,73,64,43,70,Phantom Pummelers,3487
11459,27,18,13,14,51,Demon Destroyers,2824
11460,36,16,9,19,47,Mundanifying Mystics,2292
11461,43,67,58,53,43,Entity Eliminators,5920
11462,28,50,84,73,52,Phantom Pummelers,2959
11463,48,67,60,47,58,Entity Eliminators,4084
11464,45,60,36,24,14,Phantom Pummelers,5461
11465,65,62,55,81,63,Mundanifying Mystics,1726
11466,27,27,16,14,25,Phantom Pummelers,1997
11467,24,36,14,22,12,Entity Eliminators,1703
11468,33,41,35,17,31,Phantom Pummelers,1696
11469,34,32,13,23,28,Mundanifying Mystics,2757
11470,69,73,91,70,80,Demon Destroyers,6007
11471,42,16,54,46,19,Demon Destroyers,2168
11472,58,74,74,46,58,Entity Eliminators,7063
11473,17,13,9,24,18,Phantom Pummelers,1415
11474,37,16,26,31,35,Mundanifying Mystics,4975
11475,60,89,74,88,52,Mundanifying Mystics,2144
11476,23,18,21,33,17,Phantom Pummelers,1516
11477,76,83,90,51,50,Mundanifying Mystics,2693
11478,39,18,3,8,22,Mundanifying Mystics,3756
11479,49,60,49,65,51,Entity Eliminators,4723
11480,34,25,30,34,21,Mundanifying Mystics,3609
11481,85,79,83,76,75,Phantom Pummelers,4338
11482,74,59,84,67,78,Entity Eliminators,5497
11483,60,74,79,86,54,Mundanifying Mystics,2899
11484,54,70,54,43,73,Wraith Wranglers,4085
11485,73,50,83,68,43,Wraith Wranglers,4473
11486,34,30,13,34,36,Entity Eliminators,1839
11487,67,56,76,43,66,Demon Destroyers,3729
11488,19,16,7,32,21,Spectre Slayers,1859
11489,22,57,18,15,16,Demon Destroyers,1476
11490,59,51,81,58,75,Entity Eliminators,7545
11491,48,73,78,94,79,Demon Destroyers,6277
11492,47,70,69,86,69,Wraith Wranglers,6272
11493,27,47,77,77,82,Spectre Slayers,4446
11494,21,44,31,10,32,Demon Destroyers,1554
11495,45,16,11,12,17,Mundanifying Mystics,3918
11496,22,16,9,28,25,Entity Eliminators,2217
11497,22,58,32,58,34,Mundanifying Mystics,2270
11498,83,60,74,21,62,Demon Destroyers,3256
11499,54,53,55,24,28,Wraith Wranglers,4616
11500,40,16,65,10,27,Demon Destroyers,1531
11501,47,14,10,46,32,Spectre Slayers,1683
11502,29,61,67,62,66,Wraith Wranglers,4545
11503,25,38,40,21,23,Demon Destroyers,2481
11504,81,56,62,39,68,Spectre Slayers,4599
11505,45,74,14,26,36,Wraith Wranglers,2486
11506,76,61,89,90,58,Mundanifying Mystics,3332
11507,46,66,15,26,26,Mundanifying Mystics,3277
11508,57,65,80,57,78,Mundanifying Mystics,2825
11509,43,30,10,21,42,Demon Destroyers,2654
11510,33,60,78,50,75,Wraith Wranglers,4509
11511,22,40,45,66,54,Phantom Pummelers,3773
11512,38,36,49,11,26,Mundanifying Mystics,3380
11513,12,51,55,54,31,Spectre Slayers,3054
11514,78,27,63,52,69,Entity Eliminators,3408
11515,88,72,66,88,66,Mundanifying Mystics,2746
11516,33,13,32,29,17,Entity Eliminators,1737
11517,75,75,56,85,65,Mundanifying Mystics,2183
11518,36,61,53,61,76,Mundanifying Mystics,3098
11519,39,19,27,8,33,Demon Destroyers,1883
11520,48,16,29,5,24,Wraith Wranglers,2364
11521,33,13,4,34,31,Wraith Wranglers,2790
11522,51,18,52,27,21,Demon Destroyers,1474
11523,69,31,7,73,28,Entity Eliminators,3834
11524,71,74,52,72,80,Demon Destroyers,3292
11525,63,50,55,83,71,Mundanifying Mystics,4407
11526,45,52,18,5,16,Phantom Pummelers,2829
11527,76,72,37,63,61,Mundanifying Mystics,1451
11528,32,16,13,38,24,Phantom Pummelers,1683
11529,74,68,45,55,82,Phantom Pummelers,4950
11530,42,60,50,81,17,Spectre Slayers,3592
11531,43,35,89,69,57,Demon Destroyers,3978
11532,59,18,44,35,33,Demon Destroyers,2667
11533,55,86,75,70,60,Phantom Pummelers,4106
11534,17,44,38,9,15,Mundanifying Mystics,2185
11535,32,28,21,42,41,Entity Eliminators,2091
11536,75,49,79,42,80,Demon Destroyers,2873
11537,80,81,77,59,39,Entity Eliminators,5148
11538,84,47,84,71,57,Demon Destroyers,3564
11539,45,46,71,48,67,Demon Destroyers,5084
11540,20,38,41,66,37,Phantom Pummelers,2768
11541,16,20,41,22,40,Wraith Wranglers,1187
11542,42,16,33,30,55,Demon Destroyers,3647
11543,35,35,21,60,46,Phantom Pummelers,2943
11544,20,15,33,13,12,Demon Destroyers,1269
11545,42,12,33,19,29,Phantom Pummelers,1372
11546,56,56,77,47,75,Phantom Pummelers,4493
11547,34,32,11,57,33,Wraith Wranglers,4241
11548,50,61,44,77,72,Phantom Pummelers,4255
11549,79,75,74,72,61,Mundanifying Mystics,3676
11550,28,50,7,13,49,Entity Eliminators,1771
11551,56,26,24,52,62,Mundanifying Mystics,4067
11552,85,75,80,69,76,Mundanifying Mystics,4208
11553,29,15,35,15,21,Mundanifying Mystics,4271
11554,22,12,22,28,18,Entity Eliminators,1768
11555,22,36,66,34,15,Phantom Pummelers,2688
11556,30,39,5,57,41,Entity Eliminators,1458
11557,61,73,67,43,82,Phantom Pummelers,5515
11558,27,37,21,28,29,Demon Destroyers,2163
11559,43,14,8,34,34,Demon Destroyers,2762
11560,19,19,31,12,23,Entity Eliminators,2193
11561,68,32,81,84,71,Wraith Wranglers,5710
11562,48,19,18,18,17,Spectre Slayers,2112
11563,55,53,83,68,61,Phantom Pummelers,3119
11564,20,24,5,18,40,Phantom Pummelers,2280
11565,42,31,85,77,79,Entity Eliminators,4831
11566,28,20,46,13,44,Spectre Slayers,4483
11567,80,84,85,82,58,Phantom Pummelers,5368
11568,40,18,32,34,20,Mundanifying Mystics,4820
11569,20,19,6,26,34,Demon Destroyers,2773
11570,22,14,43,10,11,Demon Destroyers,1425
11571,51,57,25,72,77,Entity Eliminators,2513
11572,49,24,39,25,67,Mundanifying Mystics,2678
11573,21,21,23,19,23,Demon Destroyers,1444
11574,45,12,15,48,34,Wraith Wranglers,2848
11575,55,64,69,63,57,Entity Eliminators,7479
11576,77,70,80,80,59,Entity Eliminators,5185
11577,73,84,80,71,59,Entity Eliminators,4062
11578,73,67,73,58,64,Demon Destroyers,4996
11579,73,82,82,45,78,Demon Destroyers,6581
11580,35,37,22,14,41,Entity Eliminators,4182
11581,41,59,66,84,71,Mundanifying Mystics,3211
11582,56,46,80,55,69,Spectre Slayers,6954
11583,28,18,39,37,25,Phantom Pummelers,1643
11584,31,28,20,9,33,Phantom Pummelers,1499
11585,37,33,8,83,58,Demon Destroyers,4150
11586,12,30,34,8,10,Wraith Wranglers,1770
11587,58,26,34,11,13,Phantom Pummelers,2520
11588,38,18,23,46,52,Demon Destroyers,4045
11589,61,69,82,60,77,Wraith Wranglers,6498
11590,62,64,71,52,74,Entity Eliminators,4406
11591,37,23,17,14,23,Wraith Wranglers,2234
11592,16,31,15,84,36,Mundanifying Mystics,3944
11593,28,22,6,32,36,Spectre Slayers,1233
11594,65,67,56,93,63,Wraith Wranglers,7732
11595,64,55,48,60,61,Demon Destroyers,2464
11596,69,63,46,87,80,Entity Eliminators,6390
11597,30,27,13,21,19,Spectre Slayers,2459
11598,21,46,80,80,68,Demon Destroyers,4341
11599,56,59,54,76,76,Entity Eliminators,4934
11600,41,24,32,63,28,Phantom Pummelers,2108
11601,15,27,16,24,52,Phantom Pummelers,3591
11602,34,22,13,60,22,Wraith Wranglers,3569
11603,69,70,76,54,68,Wraith Wranglers,3411
11604,21,33,3,9,20,Wraith Wranglers,900
11605,61,76,62,22,64,Phantom Pummelers,7088
11606,21,20,65,59,56,Mundanifying Mystics,3729
11607,82,57,81,71,82,Phantom Pummelers,4562
11608,35,63,68,39,58,Mundanifying Mystics,2899
11609,21,13,14,12,31,Phantom Pummelers,2584
11610,56,48,70,66,83,Mundanifying Mystics,3012
11611,67,66,79,74,68,Mundanifying Mystics,1470
11612,63,56,34,11,23,Wraith Wranglers,2272
11613,32,11,24,17,23,Entity Eliminators,1087
11614,44,33,14,23,25,Mundanifying Mystics,2675
11615,66,85,83,49,56,Phantom Pummelers,4797
11616,56,60,85,75,75,Demon Destroyers,3697
11617,67,54,70,91,75,Phantom Pummelers,4903
11618,15,15,10,25,32,Mundanifying Mystics,2885
11619,37,21,24,51,28,Spectre Slayers,2093
11620,47,56,61,73,85,Mundanifying Mystics,2611
11621,20,50,8,83,27,Spectre Slayers,1213
11622,73,44,27,82,54,Mundanifying Mystics,2935
11623,46,44,4,15,27,Demon Destroyers,1772
11624,67,86,76,56,60,Entity Eliminators,6265
11625,60,71,72,72,46,Spectre Slayers,4215
11626,13,16,29,36,10,Demon Destroyers,1150
11627,78,62,69,69,58,Mundanifying Mystics,2050
11628,77,45,60,68,65,Entity Eliminators,2913
11629,58,52,55,61,55,Mundanifying Mystics,1947
11630,59,71,90,62,60,Mundanifying Mystics,4013
11631,65,78,33,52,68,Spectre Slayers,2585
11632,63,58,85,93,60,Mundanifying Mystics,2637
11633,59,19,8,22,32,Demon Destroyers,2130
11634,16,20,30,44,48,Spectre Slayers,2604
11635,74,55,89,85,78,Entity Eliminators,4507
11636,10,9,20,11,23,Demon Destroyers,1491
11637,21,36,53,17,33,Phantom Pummelers,2804
11638,57,21,39,82,86,Entity Eliminators,3863
11639,36,26,7,72,35,Wraith Wranglers,3467
11640,18,14,36,15,64,Demon Destroyers,4384
11641,26,26,14,17,22,Demon Destroyers,1242
11642,31,63,77,64,50,Wraith Wranglers,3341
11643,22,17,5,19,21,Demon Destroyers,1396
11644,64,80,78,73,84,Entity Eliminators,3736
11645,72,70,59,49,53,Mundanifying Mystics,2858
11646,45,54,51,27,14,Mundanifying Mystics,2285
11647,36,52,82,10,48,Mundanifying Mystics,2085
11648,28,20,10,25,24,Entity Eliminators,1912
11649,40,56,11,60,19,Wraith Wranglers,3632
11650,52,33,27,65,44,Entity Eliminators,1801
11651,32,26,35,27,15,Mundanifying Mystics,3083
11652,50,59,27,41,40,Entity Eliminators,4193
11653,22,53,76,42,55,Mundanifying Mystics,2667
11654,18,33,26,45,40,Mundanifying Mystics,2099
11655,47,25,25,21,27,Mundanifying Mystics,3354
11656,27,45,8,40,66,Spectre Slayers,859
11657,25,22,10,30,17,Phantom Pummelers,1619
11658,11,25,11,33,24,Demon Destroyers,1838
11659,33,20,13,50,28,Mundanifying Mystics,3878
11660,29,34,40,44,54,Wraith Wranglers,2697
11661,47,73,62,31,69,Spectre Slayers,4337
11662,54,77,80,26,68,Phantom Pummelers,4609
11663,15,13,25,16,13,Demon Destroyers,1365
11664,87,79,56,80,80,Phantom Pummelers,4282
11665,51,46,21,50,44,Phantom Pummelers,3250
11666,11,30,38,49,20,Phantom Pummelers,2664
11667,80,56,64,88,60,Entity Eliminators,5303
11668,85,67,82,87,63,Demon Destroyers,3761
11669,81,45,89,87,67,Mundanifying Mystics,3115
11670,52,15,40,21,36,Wraith Wranglers,3702
11671,76,40,59,80,78,Phantom Pummelers,3654
11672,54,80,77,56,66,Spectre Slayers,5058
11673,68,55,79,84,68,Demon Destroyers,3954
11674,39,22,50,36,22,Entity Eliminators,1671
11675,12,29,25,27,17,Phantom Pummelers,2392
11676,36,65,45,61,80,Phantom Pummelers,4767
11677,16,45,84,15,26,Wraith Wranglers,1363
11678,79,76,81,70,73,Demon Destroyers,3519
11679,71,82,78,70,80,Mundanifying Mystics,2763
11680,32,19,39,8,36,Wraith Wranglers,1799
11681,49,62,60,36,40,Phantom Pummelers,3767
11682,39,17,30,33,53,Mundanifying Mystics,4079
11683,84,84,99,91,77,Mundanifying Mystics,2492
11684,25,10,20,79,17,Spectre Slayers,1515
11685,72,77,78,87,71,Spectre Slayers,4663
11686,11,27,31,69,31,Mundanifying Mystics,4648
11687,64,33,58,75,22,Demon Destroyers,2575
11688,23,20,9,28,51,Demon Destroyers,3102
11689,69,75,36,13,30,Demon Destroyers,2085
11690,83,72,67,80,63,Demon Destroyers,3441
11691,58,75,82,85,66,Spectre Slayers,6109
11692,33,46,72,36,43,Phantom Pummelers,2292
11693,57,49,91,44,51,Phantom Pummelers,3109
11694,53,33,20,20,58,Wraith Wranglers,2951
11695,6,18,76,10,17,Spectre Slayers,3934
11696,27,17,31,57,26,Demon Destroyers,2620
11697,67,63,30,62,79,Demon Destroyers,4637
11698,9,20,33,13,28,Wraith Wranglers,1221
11699,71,67,48,94,64,Phantom Pummelers,3961
11700,49,30,14,18,67,Demon Destroyers,4566
11701,54,63,88,72,36,Mundanifying Mystics,3634
11702,28,26,19,56,27,Wraith Wranglers,3895
11703,84,86,94,91,69,Entity Eliminators,4906
11704,36,34,81,55,23,Entity Eliminators,2331
11705,24,33,12,16,20,Demon Destroyers,1564
11706,85,61,32,16,48,Mundanifying Mystics,2284
11707,65,70,83,35,60,Mundanifying Mystics,3682
11708,64,40,23,72,20,Demon Destroyers,1398
11709,23,10,37,17,18,Entity Eliminators,1425
11710,68,61,83,55,86,Phantom Pummelers,1999
11711,34,43,75,27,53,Mundanifying Mystics,3341
11712,43,38,53,11,28,Mundanifying Mystics,3876
11713,67,19,58,85,46,Mundanifying Mystics,2571
11714,69,81,63,83,85,Phantom Pummelers,5291
11715,83,66,57,92,80,Demon Destroyers,4628
11716,30,40,73,21,24,Entity Eliminators,1484
11717,11,38,4,36,23,Mundanifying Mystics,3019
11718,76,83,24,19,22,Spectre Slayers,2140
11719,67,72,57,56,80,Mundanifying Mystics,2503
11720,24,16,25,37,27,Mundanifying Mystics,4324
11721,67,72,62,88,54,Mundanifying Mystics,2587
11722,32,39,34,48,25,Mundanifying Mystics,3880
11723,42,31,12,46,20,Mundanifying Mystics,2131
11724,65,58,84,66,79,Demon Destroyers,4827
11725,57,56,92,97,77,Entity Eliminators,4355
11726,23,31,11,16,40,Wraith Wranglers,1625
11727,33,13,58,11,15,Spectre Slayers,4056
11728,64,66,72,65,89,Spectre Slayers,5612
11729,71,77,53,62,79,Phantom Pummelers,4369
11730,57,46,30,31,37,Phantom Pummelers,3768
11731,52,12,81,25,36,Phantom Pummelers,1429
11732,41,60,90,67,66,Demon Destroyers,4751
11733,61,27,31,55,52,Demon Destroyers,3914
11734,7,21,5,9,8,Mundanifying Mystics,3202
11735,64,48,75,62,62,Mundanifying Mystics,2797
11736,29,23,6,16,18,Wraith Wranglers,1576
11737,68,76,82,47,79,Mundanifying Mystics,2153
11738,37,37,17,9,45,Mundanifying Mystics,3925
11739,71,74,84,38,56,Wraith Wranglers,4711
11740,70,26,56,64,68,Spectre Slayers,4539
11741,22,42,35,19,64,Mundanifying Mystics,3755
11742,65,74,85,69,66,Demon Destroyers,3315
11743,55,49,59,77,64,Wraith Wranglers,5406
11744,28,34,2,22,24,Wraith Wranglers,3195
11745,66,34,26,48,37,Demon Destroyers,2462
11746,31,62,48,69,72,Phantom Pummelers,4697
11747,43,42,45,24,45,Demon Destroyers,3111
11748,32,37,72,82,45,Mundanifying Mystics,3656
11749,43,48,69,79,32,Entity Eliminators,3640
11750,39,56,61,72,54,Entity Eliminators,6004
11751,45,24,47,29,13,Entity Eliminators,1760
11752,54,70,69,51,43,Entity Eliminators,2125
11753,25,26,72,33,26,Entity Eliminators,2219
11754,42,54,22,56,54,Entity Eliminators,2240
11755,39,72,73,40,74,Demon Destroyers,4659
11756,87,71,72,61,65,Phantom Pummelers,4124
11757,66,71,87,62,78,Entity Eliminators,4231
11758,54,19,60,26,56,Demon Destroyers,2830
11759,29,24,36,46,24,Phantom Pummelers,1821
11760,52,71,68,88,32,Wraith Wranglers,6012
11761,82,81,84,86,77,Entity Eliminators,3208
11762,70,62,82,54,53,Phantom Pummelers,4326
11763,24,18,14,19,9,Wraith Wranglers,1367
11764,51,25,33,22,22,Spectre Slayers,3384
11765,29,71,31,87,57,Entity Eliminators,5168
11766,22,59,77,76,55,Mundanifying Mystics,2738
11767,52,78,83,8,51,Wraith Wranglers,4068
11768,82,81,82,57,57,Mundanifying Mystics,2672
11769,58,19,19,60,43,Phantom Pummelers,2049
11770,47,54,52,39,41,Mundanifying Mystics,1390
11771,65,81,71,49,58,Mundanifying Mystics,2730
11772,45,12,61,28,35,Phantom Pummelers,2301
11773,61,79,25,32,57,Demon Destroyers,3363
11774,41,28,7,26,40,Spectre Slayers,890
11775,79,37,53,37,42,Wraith Wranglers,4136
11776,41,33,47,29,17,Mundanifying Mystics,4589
11777,67,87,83,77,54,Phantom Pummelers,4322
11778,19,20,20,21,16,Demon Destroyers,1346
11779,52,65,90,23,59,Spectre Slayers,8455
11780,18,17,66,31,24,Entity Eliminators,2355
11781,31,37,16,24,20,Mundanifying Mystics,4586
11782,53,34,12,20,35,Mundanifying Mystics,4390
11783,52,46,71,27,59,Demon Destroyers,4720
11784,25,11,16,30,20,Demon Destroyers,1150
11785,59,86,66,76,61,Mundanifying Mystics,3442
11786,75,81,49,29,82,Entity Eliminators,4986
11787,48,20,75,67,15,Entity Eliminators,2222
11788,57,67,73,59,73,Demon Destroyers,4042
11789,23,7,13,39,46,Wraith Wranglers,2789
11790,75,49,49,75,66,Wraith Wranglers,4423
11791,62,67,71,57,43,Mundanifying Mystics,4115
11792,34,40,5,17,23,Wraith Wranglers,1925
11793,68,65,75,84,86,Phantom Pummelers,4271
11794,45,41,41,21,13,Demon Destroyers,1464
11795,71,60,70,78,81,Demon Destroyers,4241
11796,58,18,16,21,32,Mundanifying Mystics,4699
11797,23,25,51,22,40,Entity Eliminators,1404
11798,91,73,73,86,86,Entity Eliminators,6253
11799,58,53,67,64,60,Demon Destroyers,3420
11800,76,43,48,77,87,Phantom Pummelers,1945
11801,62,53,62,41,74,Mundanifying Mystics,2233
11802,28,10,56,26,66,Demon Destroyers,3901
11803,52,21,14,23,25,Mundanifying Mystics,3363
11804,49,58,73,83,38,Demon Destroyers,2300
11805,24,75,48,89,26,Wraith Wranglers,3910
11806,52,63,57,69,78,Spectre Slayers,2734
11807,31,31,14,32,30,Demon Destroyers,1953
11808,20,30,21,45,47,Phantom Pummelers,3186
11809,63,62,75,62,73,Phantom Pummelers,3200
11810,51,71,72,93,56,Entity Eliminators,3000
11811,75,40,77,37,62,Mundanifying Mystics,2728
11812,35,60,77,50,25,Wraith Wranglers,2962
11813,87,52,53,69,68,Entity Eliminators,4066
11814,63,56,42,81,73,Wraith Wranglers,6836
11815,67,33,88,86,20,Mundanifying Mystics,1962
11816,67,45,46,88,80,Mundanifying Mystics,2428
11817,27,22,28,51,13,Mundanifying Mystics,2587
11818,42,20,19,22,32,Wraith Wranglers,1228
11819,23,13,17,19,12,Mundanifying Mystics,4143
11820,41,29,53,24,28,Demon Destroyers,2910
11821,47,52,82,28,56,Wraith Wranglers,3029
11822,25,22,22,21,24,Phantom Pummelers,1975
11823,49,72,37,62,65,Entity Eliminators,5522
11824,26,13,31,4,34,Phantom Pummelers,1402
11825,55,58,28,26,32,Mundanifying Mystics,2492
11826,25,42,53,15,7,Wraith Wranglers,3225
11827,78,59,63,89,77,Mundanifying Mystics,2473
11828,40,54,10,26,17,Mundanifying Mystics,2717
11829,42,22,68,23,27,Wraith Wranglers,1619
11830,20,35,26,51,14,Spectre Slayers,2416
11831,37,28,30,72,49,Demon Destroyers,3951
11832,51,12,28,11,32,Wraith Wranglers,2773
